iter	Passed	Remaining
137	4358	27227
138	4388	27182
139	4417	27135
140	4444	27077
141	4474	27033
142	4502	26982
143	4533	26952
144	4574	26971
145	4603	26928
146	4632	26882
147	4661	26835
148	4689	26781
149	4717	26733
150	4749	26701
151	4781	26674
152	4814	26653
153	4843	26609
154	4871	26557
155	4900	26513
156	4932	26483
157	4960	26432
158	4990	26396
159	5022	26368
160	5052	26327
161	5083	26298
162	5115	26266
163	5143	26218
164	5172	26176
165	5201	26133
166	5233	26104
167	5264	26070
168	5295	26037
169	5323	25989
170	5352	25947
171	5384	25919
172	5412	25875
173	5444	25845
174	5475	25811
175	5503	25766
176	5534	25732
177	5561	25682
178	5589	25636
179	5617	25592
180	5660	25613
181	5697	25605
182	5728	25574
183	5761	25550
184	5789	25506
185	5818	25462
186	5848	25426
187	5878	25388
188	5911	25365
189	5942	25334
190	5973	25303
191	6003	25265
192	6033	25228
193	6060	25178
194	6089	25138
195	6120	25108
196	6150	25071
197	6181	25038
198	6211	25000
199	6239	24957
200	6267	24913
201	6294	24865
202	6324	24829
203	6358	24809
204	6388	24774
205	6416	24729
206	6444	24689
207	6473	24647
208	6503	24615
209	6532	24575
210	6594	24659
211	6646	24703
212	6679	24680
213	6709	24642
214	6738	24602
215	6784	24623
216	6814	24589
217	6844	24551
218	6872	24509
219	6906	24487
220	6934	24445
221	6966	24412
222	7000	24392
223	7030	24354
224	7057	24309
225	7086	24268
226	7115	24229
227	7144	24191
228	7173	24150
229	7202	24113
230	7236	24089
231	7264	24047
232	7293	24008
233	7321	23965
234	7349	23923
235	7377	23881
236	7408	23851
237	7439	23817
238	7470	23786
239	7497	23742
240	7529	23713
241	7558	23676
242	7586	23633
243	7624	23624
244	7656	23594
245	7686	23559
246	7713	23516
247	7745	23487
248	7774	23448
249	7804	23412
250	7834	23378
251	7865	23346
252	7896	23315
253	7929	23287
254	7959	23253
255	7988	23215
256	8016	23175
257	8046	23141
258	8088	23142
259	8129	23136
260	8167	23125
261	8198	23093
262	8227	23056
263	8257	23020
264	8290	22993
265	8321	22961
266	8350	22924
267	8378	22885
268	8407	22846
269	8435	22807
270	8465	22772
271	8496	22739
272	8528	22711
273	8558	22676
274	8591	22649
275	8618	22608
276	8647	22570
277	8676	22534
278	8705	22496
279	8735	22462
280	8779	22465
281	8808	22427
282	8836	22388
283	8867	22357
284	8901	22332
285	8931	22298
286	8961	22262
287	8995	22238
288	9023	22200
289	9052	22164
290	9081	22126
291	9113	22096
292	9140	22056
293	9171	22025
294	9203	21993
295	9235	21965
296	9265	21931
297	9292	21890
298	9321	21853
299	9352	21822
300	9380	21783
301	9412	21755
302	9440	21717
303	9471	21683
304	9502	21654
305	9533	21621
306	9561	21583
307	9588	21543
308	9616	21505
309	9660	21502
310	9690	21469
311	9718	21430
312	9749	21398
313	9775	21357
314	9801	21315
315	9830	21279
316	9864	21254
317	9898	21229
318	9929	21196
319	9958	21162
320	9984	21120
321	10011	21080
322	10041	21045
323	10073	21017
324	10103	20983
325	10131	20945
326	10162	20915
327	10192	20881
328	10219	20843
329	10246	20803
330	10276	20770
331	10311	20747
332	10341	20713
333	10372	20682
334	10401	20647
335	10428	20608
336	10456	20570
337	10485	20535
338	10514	20502
339	10559	20498
340	10590	20466
341	10617	20428
342	10645	20390
343	10677	20361
344	10707	20328
345	10735	20292
346	10769	20266
347	10799	20232
348	10828	20199
349	10858	20166
350	10888	20132
351	10918	20100
352	10948	20067
353	10978	20034
354	11010	20004
355	11039	19969
356	11065	19930
357	11092	19892
358	11123	19861
359	11151	19825
360	11182	19794
361	11214	19765
362	11246	19736
363	11277	19703
364	11301	19660
365	11328	19623
366	11363	19600
367	11389	19560
368	11416	19522
369	11444	19487
370	11473	19452
371	11500	19414
372	11529	19380
373	11562	19353
374	11591	19318
375	11619	19283
376	11647	19248
377	11676	19213
378	11703	19175
379	11729	19138
380	11765	19114
381	11798	19087
382	11830	19059
383	11859	19025
384	11888	18990
385	11917	18956
386	11946	18922
387	11976	18890
388	12008	18861
389	12037	18828
390	12067	18796
391	12096	18761
392	12125	18728
393	12154	18694
394	12186	18665
395	12219	18637
396	12260	18622
397	12287	18585
398	12316	18551
399	12346	18519
400	12374	18484
401	12403	18451
402	12436	18422
403	12466	18390
404	12496	18358
405	12525	18325
406	12553	18289
407	12581	18256
408	12612	18225
409	12647	18199
410	12683	18176
411	12714	18145
412	12744	18113
413	12776	18084
414	12811	18059
415	12841	18027
416	12875	18001
417	12907	17971
418	12938	17941
419	12967	17907
420	12994	17871
421	13024	17839
422	13056	17809
423	13100	17797
424	13130	17764
425	13159	17731
426	13187	17696
427	13216	17663
428	13245	17630
429	13273	17595
430	13305	17565
431	13335	17534
432	13364	17499
433	13393	17467
434	13423	17435
435	13452	17401
436	13479	17366
437	13508	17332
438	13541	17305
439	13570	17271
440	13599	17238
441	13627	17203
442	13655	17169
443	13683	17135
444	13713	17103
445	13746	17075
446	13777	17044
447	13806	17011
448	13835	16979
449	13864	16946
450	13892	16911
451	13919	16875
452	13950	16844
453	13992	16827
454	14023	16796
455	14052	16764
456	14080	16730
457	14109	16697
458	14135	16660
459	14165	16629
460	14195	16597
461	14227	16568
462	14257	16535
463	14287	16505
464	14315	16470
465	14341	16434
466	14371	16402
467	14407	16377
468	14438	16346
469	14466	16313
470	14495	16280
471	14522	16245
472	14550	16211
473	14580	16180
474	14613	16151
475	14646	16123
476	14680	16096
477	14714	16069
478	14748	16041
479	14779	16010
480	14811	15982
481	14846	15955
482	14890	15938
483	14923	15910
484	14955	15880
485	14985	15848
486	15017	15818
487	15046	15786
488	15077	15756
489	15108	15724
490	15138	15693
491	15166	15659
492	15195	15626
493	15222	15592
494	15251	15559
495	15279	15526
496	15308	15492
497	15339	15462
498	15367	15429
499	15395	15395
500	15425	15363
501	15453	15330
502	15481	15297
503	15510	15264
504	15539	15232
505	15577	15207
506	15606	15175
507	15635	15142
508	15663	15109
509	15693	15077
510	15723	15046
511	15752	15014
512	15785	14985
513	15831	14968
514	15863	14939
515	15892	14907
516	15920	14873
517	15948	14839
518	15976	14807
519	16007	14775
520	16039	14746
521	16069	14714
522	16098	14682
523	16126	14649
524	16160	14621
525	16242	14637
526	16278	14610
527	16307	14577
528	16335	14544
529	16366	14513
530	16397	14483
531	16429	14453
532	16462	14424
533	16502	14401
534	16536	14372
535	16565	14340
536	16595	14308
537	16625	14276
538	16653	14243
539	16682	14210
540	16728	14192
541	16759	14161
542	16789	14130
543	16820	14099
544	16849	14066
545	16878	14034
546	16905	14000
547	16938	13971
548	16969	13940
549	16997	13906
550	17024	13873
551	17056	13842
552	17084	13809
553	17110	13774
554	17142	13744
555	17173	13714
556	17203	13682
557	17231	13649
558	17259	13616
559	17288	13583
560	17315	13550
561	17346	13518
562	17379	13489
563	17407	13456
564	17436	13424
565	17466	13393
566	17495	13361
567	17521	13326
568	17548	13292
569	17581	13263
570	17625	13242
571	17656	13211
572	17685	13179
573	17715	13147
574	17744	13115
575	17772	13082
576	17800	13049
577	17831	13018
578	17867	12991
579	17897	12959
580	17926	12928
581	17953	12894
582	17981	12861
583	18012	12830
584	18045	12801
585	18080	12773
586	18113	12744
587	18143	12712
588	18172	12680
589	18201	12648
590	18229	12615
591	18261	12585
592	18298	12558
593	18336	12532
594	18362	12499
595	18391	12466
596	18420	12434
597	18449	12402
598	18476	12369
599	18520	12346
600	18554	12318
601	18596	12294
602	18625	12262
603	18654	12230
604	18681	12196
605	18711	12165
606	18748	12138
607	18780	12108
608	18809	12076
609	18838	12044
610	18867	12012
611	18896	11979
612	18924	11947
613	18954	11915
614	18985	11884
615	19014	11853
616	19045	11822
617	19076	11791
618	19104	11758
619	19134	11727
620	19164	11696
621	19194	11665
622	19224	11633
623	19253	11601
624	19280	11568
625	19312	11538
626	19342	11506
627	19373	11475
628	19406	11446
629	19450	11423
630	19480	11391
631	19510	11360
632	19541	11329
633	19570	11297
634	19597	11264
635	19626	11232
636	19660	11203
637	19691	11172
638	19722	11141
639	19750	11109
640	19779	11077
641	19808	11045
642	19836	11013
643	19869	10984
644	19899	10952
645	19928	10920
646	19956	10887
647	19985	10856
648	20013	10823
649	20042	10792
650	20072	10760
651	20104	10730
652	20132	10698
653	20159	10665
654	20188	10633
655	20218	10602
656	20247	10570
657	20275	10538
658	20306	10507
659	20348	10482
660	20376	10450
661	20405	10418
662	20434	10386
663	20463	10355
664	20492	10323
665	20521	10291
666	20553	10261
667	20583	10230
668	20613	10199
669	20644	10167
670	20673	10136
671	20703	10105
672	20733	10074
673	20767	10044
674	20795	10012
675	20825	9981
676	20853	9949
677	20880	9916
678	20909	9885
679	20940	9854
680	20972	9824
681	21002	9793
682	21034	9762
683	21063	9731
684	21093	9699
685	21121	9667
686	21150	9636
687	21179	9604
688	21221	9578
689	21252	9548
690	21281	9516
691	21308	9484
692	21337	9452
693	21365	9420
694	21397	9390
695	21428	9359
696	21457	9328
697	21486	9296
698	21514	9264
699	21540	9231
700	21570	9200
701	21598	9168
702	21629	9137
703	21660	9107
704	21688	9075
705	21717	9043
706	21746	9012
707	21776	8981
708	21803	8949
709	21837	8919
710	21866	8887
711	21894	8856
712	21922	8824
713	21948	8791
714	21978	8760
715	22007	8729
716	22034	8697
717	22067	8667
718	22104	8639
719	22134	8607
720	22162	8576
721	22192	8544
722	22223	8514
723	22253	8483
724	22289	8454
725	22318	8423
726	22347	8391
727	22377	8360
728	22406	8329
729	22432	8297
730	22459	8264
731	22488	8233
732	22526	8205
733	22555	8174
734	22583	8142
735	22614	8111
736	22644	8080
737	22673	8049
738	22709	8020
739	22740	7990
740	22769	7958
741	22799	7927
742	22830	7896
743	22858	7865
744	22886	7833
745	22931	7807
746	22960	7776
747	22989	7745
748	23018	7713
749	23046	7682
750	23076	7651
751	23105	7619
752	23138	7589
753	23165	7558
754	23194	7526
755	23223	7495
756	23251	7463
757	23279	7432
758	23307	7400
759	23338	7369
760	23373	7340
761	23407	7311
762	23435	7279
763	23464	7248
764	23493	7216
765	23523	7186
766	23553	7155
767	23582	7123
768	23612	7093
769	23641	7061
770	23673	7031
771	23703	7000
772	23730	6968
773	23758	6937
774	23788	6906
775	23834	6879
776	23863	6848
777	23893	6818
778	23921	6786
779	23950	6755
780	23980	6724
781	24008	6692
782	24041	6662
783	24071	6631
784	24100	6600
785	24129	6569
786	24155	6537
787	24199	6510
788	24226	6478
789	24255	6447
790	24287	6417
791	24316	6386
792	24344	6354
793	24372	6323
794	24401	6292
795	24431	6261
796	24475	6233
797	24502	6202
798	24530	6171
799	24559	6139
800	24587	6108
801	24616	6077
802	24645	6046
803	24725	6027
804	24778	6002
805	24810	5971
806	24841	5941
807	24874	5910
808	24907	5880
809	24938	5849
810	24966	5818
811	24994	5786
812	25026	5756
813	25055	5725
814	25084	5693
815	25113	5662
816	25144	5632
817	25174	5601
818	25203	5569
819	25233	5539
820	25260	5507
821	25288	5476
822	25319	5445
823	25349	5414
824	25377	5383
825	25406	5352
826	25435	5320
827	25464	5289
828	25491	5258
829	25519	5226
830	25564	5199
831	25594	5168
832	25622	5136
833	25652	5105
834	25680	5074
835	25711	5043
836	25744	5013
837	25774	4982
838	25803	4951
839	25832	4920
840	25862	4889
841	25890	4858
842	25918	4826
843	25950	4796
844	25980	4765
845	26010	4734
846	26038	4703
847	26067	4672
848	26094	4641
849	26123	4610
850	26154	4579
851	26188	4549
852	26215	4517
853	26245	4486
854	26273	4455
855	26301	4424
856	26330	4393
857	26362	4362
858	26398	4333
859	26428	4302
860	26456	4271
861	26486	4240
862	26516	4209
863	26545	4178
864	26574	4147
865	26618	4118
866	26650	4088
867	26681	4057
868	26715	4027
869	26749	3997
870	26779	3966
871	26810	3935
872	26838	3904
873	26867	3873
874	26896	3842
875	26924	3811
876	26952	3780
877	26983	3749
878	27013	3718
879	27043	3687
880	27070	3656
881	27099	3625
882	27129	3594
883	27158	3563
884	27189	3533
885	27220	3502
886	27248	3471
887	27276	3440
888	27307	3409
889	27335	3378
890	27362	3347
891	27393	3316
892	27436	3287
893	27464	3256
894	27494	3225
895	27526	3195
896	27555	3164
897	27584	3133
898	27617	3102
899	27646	3071
900	27678	3041
901	27708	3010
902	27737	2979
903	27764	2948
904	27792	2917
905	27822	2886
906	27853	2855
907	27881	2825
908	27912	2794
909	27940	2763
910	27969	2732
911	27999	2701
912	28029	2670
913	28061	2640
914	28091	2609
915	28118	2578
916	28147	2547
917	28174	2516
918	28203	2485
919	28232	2454
920	28262	2424
921	28304	2394
922	28332	2363
923	28363	2332
924	28392	2302
925	28418	2271
926	28446	2240
927	28478	2209
928	28509	2178
929	28539	2148
930	28567	2117
931	28598	2086
932	28626	2055
933	28656	2024
934	28688	1994
935	28720	1963
936	28750	1933
937	28778	1902
938	28805	1871
939	28836	1840
940	28866	1809
941	28893	1779
942	28926	1748
943	28957	1717
944	28988	1687
945	29017	1656
946	29044	1625
947	29072	1594
948	29100	1563
949	29142	1533
950	29176	1503
951	29206	1472
952	29234	1441
953	29267	1411
954	29296	1380
955	29326	1349
956	29360	1319
957	29391	1288
958	29420	1257
959	29450	1227
960	29480	1196
961	29510	1165
962	29540	1135
963	29577	1104
964	29656	1075
965	29691	1045
966	29724	1014
967	29751	983
968	29782	952
969	29813	922
970	29843	891
971	29871	860
972	29900	829
973	29933	799
974	29965	768
975	30012	738
976	30041	707
977	30072	676
978	30103	645
979	30131	614
980	30160	584
981	30189	553
982	30221	522
983	30251	491
984	30279	461
985	30309	430
986	30338	399
987	30369	368
988	30398	338
989	30427	307
990	30458	276
991	30488	245
992	30516	215
993	30544	184
994	30573	153
995	30601	122
996	30633	92
997	30667	61
998	30698	30
999	30728	0
