iter	Logloss
187	0.1334833864
188	0.1331219141
189	0.1328925916
190	0.1326183981
191	0.132238212
192	0.1319999331
193	0.1317805508
194	0.1314072158
195	0.131044449
196	0.1307159846
197	0.1304778438
198	0.1302038793
199	0.1298726557
200	0.1295987959
201	0.1293108246
202	0.1290741166
203	0.1288243991
204	0.1284876647
205	0.1280863607
206	0.1278479954
207	0.1275467135
208	0.127193177
209	0.1269321314
210	0.1265660722
211	0.1262003858
212	0.1258025781
213	0.1254864479
214	0.1251844018
215	0.1250909988
216	0.124784881
217	0.1245281377
218	0.1241702756
219	0.1239951955
220	0.1236902177
221	0.1233864472
222	0.1231451614
223	0.1228535323
224	0.1224791453
225	0.1222009957
226	0.1218811391
227	0.1217770602
228	0.1215143835
229	0.1212748655
230	0.1210714021
231	0.1209081983
232	0.1206493643
233	0.1203953807
234	0.1201584527
235	0.1198966014
236	0.1196995685
237	0.1193665559
238	0.1190831328
239	0.118885863
240	0.1186908486
241	0.1184606034
242	0.1181940281
243	0.1178762282
244	0.1177367173
245	0.1175111161
246	0.1172589527
247	0.1170425361
248	0.1167464989
249	0.1165470858
250	0.1162610867
251	0.1159931773
252	0.1157493781
253	0.1155147879
254	0.1152927182
255	0.1150289494
256	0.1147641352
257	0.1145355061
258	0.11423946
259	0.1140512425
260	0.113817347
261	0.1135679433
262	0.1133394663
263	0.1130604997
264	0.1128835536
265	0.112671753
266	0.1125713809
267	0.1123902854
268	0.112272263
269	0.1121034084
270	0.112008571
271	0.1118917578
272	0.1117602853
273	0.1116567608
274	0.1114373716
275	0.1112302475
276	0.1110153251
277	0.1107702083
278	0.1105523391
279	0.1103514643
280	0.110220886
281	0.1100341709
282	0.1098658704
283	0.1096776892
284	0.1095703042
285	0.1093567577
286	0.1092818599
287	0.1090700217
288	0.1088856829
289	0.1086701488
290	0.1085261172
291	0.1083337826
292	0.1081895531
293	0.1079582803
294	0.1078283266
295	0.1076730448
296	0.1074850043
297	0.1074102081
298	0.107188129
299	0.1070923397
300	0.1069819418
301	0.1068914704
302	0.1067381605
303	0.1065358353
304	0.1063634358
305	0.1061968099
306	0.1060867942
307	0.1060203211
308	0.1059206359
309	0.1057443991
310	0.1055366863
311	0.1054412165
312	0.1053302836
313	0.1051290475
314	0.105036604
315	0.1048422374
316	0.1047522822
317	0.1046477602
318	0.1045457027
319	0.1043589034
320	0.1042372698
321	0.1041067931
322	0.1039801373
323	0.1038198596
324	0.1036964944
325	0.1035047222
326	0.103404376
327	0.1032948472
328	0.1030942327
329	0.1030136686
330	0.1028205799
331	0.1026240149
332	0.1025598281
333	0.1023485497
334	0.1022051339
335	0.1021542994
336	0.1020992952
337	0.1018261401
338	0.1017748369
339	0.1015654853
340	0.1014948626
341	0.1013814276
342	0.1012773407
343	0.1011555581
344	0.1010401834
345	0.1009787587
346	0.1007742656
347	0.1005474887
348	0.1004845983
349	0.100283393
350	0.1000981806
351	0.09994430369
352	0.09988795352
353	0.09979827236
354	0.09969153162
355	0.09956507965
356	0.09949732824
357	0.09941166426
358	0.09918949977
359	0.09910316172
360	0.09901551371
361	0.09883948062
362	0.09877198425
363	0.09869442236
364	0.09864586847
365	0.09847336195
366	0.09831371902
367	0.0982199973
368	0.09814591914
369	0.09800130821
370	0.0979345987
371	0.09782556948
372	0.09766409557
373	0.09756551101
374	0.09748739629
375	0.09743653755
376	0.09725752202
377	0.09718367064
378	0.09708874417
379	0.09688743421
380	0.09682274183
381	0.09665888906
382	0.09659284892
383	0.09651617216
384	0.09644915352
385	0.09633634137
386	0.09628950017
387	0.09612376496
388	0.09606018701
389	0.09600015101
390	0.09593434098
391	0.09587426565
392	0.09568240783
393	0.09560962656
394	0.09554221444
395	0.09547237035
396	0.09535355624
397	0.09530391366
398	0.09522519945
399	0.09516515103
400	0.09496994399
401	0.0949111731
402	0.09478673239
403	0.09473288265
404	0.09464518599
405	0.09457692828
406	0.09451671633
407	0.09439138878
408	0.09431846714
409	0.09426277169
410	0.09409631616
411	0.09398682261
412	0.09392242765
413	0.09385168949
414	0.09379372217
415	0.09367278917
416	0.09349424089
417	0.09337408586
418	0.09330067501
419	0.09323588842
420	0.09316430679
421	0.09296157662
422	0.09280569698
423	0.09274128514
424	0.09254184439
425	0.09249140549
426	0.09243615936
427	0.09225347837
428	0.09219501868
429	0.09213159078
430	0.09189191297
431	0.09182538154
432	0.09176546927
433	0.09170942495
434	0.09150850085
435	0.09145370498
436	0.09138290072
437	0.09130996804
438	0.09124603426
439	0.09108761749
440	0.09102454772
441	0.09096462847
442	0.090900037
443	0.0908282679
444	0.0906983292
445	0.09064055164
446	0.09057920574
447	0.09051401638
448	0.09045206919
449	0.0903884746
450	0.09032724903
451	0.09026191897
452	0.09004107807
453	0.08992761568
454	0.08985783299
455	0.08979381473
456	0.08973582179
457	0.08960832243
458	0.08954371417
459	0.08948100046
460	0.08941332052
461	0.08935421424
462	0.08929705696
463	0.089144517
464	0.08908699248
465	0.08897795823
466	0.08875976146
467	0.0886977676
468	0.08865227976
469	0.08843011569
470	0.08828518428
471	0.08822378214
472	0.08816594081
473	0.08804797112
474	0.08798762802
475	0.08792860614
476	0.08769716226
477	0.08763405326
478	0.08757609008
479	0.08752827864
480	0.08747382935
481	0.0874152666
482	0.0873574253
483	0.08724292844
484	0.08718670814
485	0.08712911051
486	0.08706738042
487	0.08700089794
488	0.08694058288
489	0.0868795634
490	0.08671380068
491	0.08666049626
492	0.08660392939
493	0.08654776547
494	0.08648680383
495	0.08637479015
496	0.08632530876
497	0.08626948377
498	0.08613228362
499	0.08602156105
500	0.08589211497
501	0.08583926025
502	0.08578987256
503	0.08561920105
504	0.08556449883
505	0.08539127165
506	0.08533614776
507	0.085238453
508	0.08505468246
509	0.08496776914
510	0.08491454712
511	0.0848637802
512	0.08473404481
513	0.08468004682
514	0.08462687183
515	0.08457583321
516	0.08444832725
517	0.08440119598
518	0.08435163955
519	0.08430714294
520	0.08416662047
521	0.08411508525
522	0.0839706176
523	0.08379444125
524	0.08374602776
525	0.08369545756
526	0.08364166413
527	0.08354876879
528	0.08349382244
529	0.0832832103
530	0.08318942479
531	0.08312951055
532	0.08308092688
533	0.08303318813
534	0.08298273049
535	0.08293090468
536	0.08288181667
537	0.08283122793
538	0.08278080945
539	0.08270311648
540	0.08263667125
541	0.08244210535
542	0.08239560341
543	0.08234758206
544	0.08229594532
545	0.08212315394
546	0.0820775141
547	0.08201019372
548	0.08196269863
549	0.08190752759
550	0.08178532467
551	0.08161744901
552	0.08153295126
553	0.08148666482
554	0.08133868366
555	0.08129156156
556	0.08124488934
557	0.08119535142
558	0.08107714923
559	0.08090260568
560	0.08085591459
561	0.08071840028
562	0.08067274155
563	0.08062703435
564	0.08058217218
565	0.08053691484
566	0.08038607654
567	0.0803115411
568	0.0802421687
569	0.08005123951
570	0.08000735173
571	0.07978839869
572	0.07963780131
573	0.07959405403
574	0.07953834679
575	0.07949423257
576	0.07936321214
577	0.0793186591
578	0.07914802898
579	0.07910381164
580	0.07905957725
581	0.07898654841
582	0.07887490699
583	0.07868089121
584	0.07863894137
585	0.07859542834
586	0.07851979447
587	0.07845007509
588	0.07840715542
589	0.07820372896
590	0.07816160734
591	0.07809428684
592	0.07801023938
593	0.07782082689
594	0.07777772908
595	0.07761262617
596	0.07756995946
597	0.07752812828
598	0.07748691858
599	0.07744540135
600	0.07740404181
601	0.07736398629
602	0.07732374341
603	0.07714366755
604	0.07708125396
605	0.07684020937
606	0.07677783156
607	0.07659896942
608	0.07655865447
609	0.0764712663
610	0.07643193217
611	0.07639127043
612	0.07625408803
613	0.07621482723
614	0.07602219998
615	0.07595205376
616	0.07589019573
617	0.07577071272
618	0.07573161579
619	0.0756912258
620	0.07565305808
621	0.07561643484
622	0.07546416911
623	0.07542622469
624	0.07526038373
625	0.07512250668
626	0.07500273509
627	0.07496451409
628	0.0749264665
629	0.07488760835
630	0.07485004334
631	0.07478303905
632	0.07474542722
633	0.07468015833
634	0.07447921983
635	0.07444275575
636	0.07440502839
637	0.07436789903
638	0.07425476822
639	0.07421727812
640	0.07414958505
641	0.07401792038
642	0.07398195295
643	0.07394483002
644	0.07390951854
645	0.07372330101
646	0.07353285415
647	0.07344544094
648	0.07340947346
649	0.07337232077
650	0.07333704208
651	0.07327918682
652	0.07319546732
653	0.07305334887
654	0.07288739342
655	0.07285169296
656	0.07281595507
657	0.07264233635
658	0.07258627999
659	0.07255097306
660	0.07237844973
661	0.07215996216
662	0.07212488016
663	0.07208869249
664	0.07205348868
665	0.07193164422
666	0.0718762204
667	0.07169803842
668	0.0716624738
669	0.07162785715
670	0.07144493416
671	0.07140963189
672	0.07134267422
673	0.0713081496
674	0.07127337682
675	0.07123968148
676	0.07120269733
677	0.0711275765
678	0.07098111465
679	0.07090527958
680	0.07085091917
681	0.07072833235
682	0.07058643462
683	0.07055300629
684	0.07051951706
685	0.07029429209
686	0.07020564619
687	0.0701722601
688	0.07013987654
689	0.07010682774
690	0.06994269574
691	0.06990856944
692	0.06985567545
693	0.06982280937
694	0.06979008862
695	0.06972885329
696	0.06963465847
697	0.06948799906
698	0.06945539072
699	0.06935644307
700	0.06931960881
701	0.06917079654
702	0.0691378087
703	0.06907069152
704	0.06903909044
705	0.06900639313
706	0.06882788152
707	0.06873104441
708	0.06869816903
709	0.06864780033
710	0.06855554014
711	0.06852373759
712	0.06836467798
713	0.06833309096
714	0.06830099956
715	0.06825243928
716	0.06822030425
717	0.06812754759
718	0.06809555921
719	0.06806406601
720	0.06803329421
721	0.06795328697
722	0.06785934986
723	0.06775331351
724	0.0677225855
725	0.06769150462
726	0.06753448973
727	0.06747590123
728	0.06731703723
729	0.06728648567
730	0.06723793953
731	0.06710068436
732	0.06697729489
733	0.06694703068
734	0.06684963151
735	0.06669629458
736	0.0666097832
737	0.06657965949
738	0.06654951545
739	0.06638847202
740	0.06635780483
741	0.06632794664
742	0.06629841334
743	0.06624919715
744	0.066219592
745	0.06618641838
746	0.06613867799
747	0.06610949145
748	0.06595967686
749	0.06593062147
750	0.0659015879
751	0.06577487531
752	0.06565979638
753	0.06561407526
754	0.065451259
755	0.06542221123
756	0.06532143908
757	0.06521570134
758	0.06518753127
759	0.0651236142
760	0.06509394801
761	0.06506536567
762	0.06498065721
763	0.06495266828
764	0.0648942034
765	0.06475210861
766	0.06470601258
767	0.06467769733
768	0.06464947405
769	0.06456455971
770	0.06439802108
771	0.06436955429
772	0.06423069595
773	0.06420199487
774	0.06417472268
775	0.06402255106
776	0.06397812754
777	0.06395095848
778	0.06392327399
779	0.0638961581
780	0.06384480807
781	0.06374748616
782	0.0636743486
783	0.06364749811
784	0.06362091159
785	0.06359396743
786	0.06341636551
787	0.06338925261
788	0.06334486666
789	0.06320342551
790	0.06317662186
791	0.06312427588
792	0.06309721613
793	0.06301871365
794	0.06299091681
795	0.06285888259
796	0.06283224292
797	0.06280545956
798	0.06277877309
799	0.06275293151
800	0.06268632412
801	0.06265701597
802	0.06261488528
803	0.06252982866
804	0.06242002884
805	0.06237783251
806	0.06234700652
807	0.06230310293
808	0.06227610424
809	0.06217281605
810	0.06213999902
811	0.06211339858
812	0.06208760863
813	0.06197898263
814	0.06194676489
815	0.0619210858
816	0.06186809492
817	0.06178342624
818	0.0617579954
819	0.06173282855
820	0.06169178484
821	0.06166277662
822	0.06153410086
823	0.06144948416
824	0.06130447814
825	0.06126074988
826	0.06123543148
827	0.06108478608
828	0.06105943175
829	0.06103434459
830	0.06096838954
831	0.06085688709
832	0.06074292141
833	0.06071813233
834	0.06069422103
835	0.06065032696
836	0.06062556767
837	0.06060196089
838	0.06045673321
839	0.06041633435
840	0.06038871918
841	0.06036386624
842	0.06033459575
843	0.0602678816
844	0.06015568113
845	0.0601278442
846	0.06007216983
847	0.06004786505
848	0.0599276508
849	0.05990336476
850	0.05977055216
851	0.05974641434
852	0.05972238121
853	0.05961574356
854	0.05957687836
855	0.05944426031
856	0.05941883135
857	0.05939490589
858	0.05932986892
859	0.05929079243
860	0.05925079165
861	0.0592268057
862	0.05920389232
863	0.05917685806
864	0.05906032667
865	0.05900852189
866	0.05891026988
867	0.05880734708
868	0.05878371989
869	0.05875723845
870	0.05865125308
871	0.05862678152
872	0.05859953736
873	0.05855968325
874	0.05853645598
875	0.05851372533
876	0.05838351857
877	0.05830252095
878	0.05827932642
879	0.05825635677
880	0.05820742895
881	0.05816965526
882	0.05814720576
883	0.0581251638
884	0.05802688161
885	0.05800421192
886	0.05789227392
887	0.05783408372
888	0.05781048193
889	0.05778789649
890	0.05776540009
891	0.05769941668
892	0.05758756122
893	0.05747323398
894	0.05745068602
895	0.05742881745
896	0.05727968885
897	0.05725848554
898	0.0572202384
899	0.05717220539
900	0.05713671344
901	0.05711452161
902	0.05700144611
903	0.05697944624
904	0.05695745115
905	0.0569277075
906	0.05681022657
907	0.05677302881
908	0.05675162871
909	0.05664451332
910	0.05662311785
911	0.05657713394
912	0.05647291502
913	0.05645129467
914	0.05642966501
915	0.05634639008
916	0.05628158762
917	0.05626056226
918	0.05620094629
919	0.05607400196
920	0.05601163245
921	0.05589465681
922	0.05585347478
923	0.05579846321
924	0.05577693649
925	0.05575558323
926	0.05573467811
927	0.05571355436
928	0.05564464049
929	0.05551049757
930	0.05547610181
931	0.05543136238
932	0.05541129735
933	0.05538419748
934	0.05536323775
935	0.05530022493
936	0.05518996852
937	0.05509826033
938	0.05507771288
939	0.05505700141
940	0.05499695453
941	0.05497483946
942	0.05488311774
943	0.05486248128
944	0.05482778068
945	0.05476799748
946	0.05474751562
947	0.05465349517
948	0.05463298525
949	0.05458309184
950	0.05445037811
951	0.05443004617
952	0.05441012651
953	0.05437626501
954	0.0542596431
955	0.05423950329
956	0.0542193963
957	0.05419950011
958	0.05418055668
959	0.05414850832
960	0.0541287527
961	0.05409646223
962	0.05396249366
963	0.05388411655
964	0.05386493259
965	0.05384522377
966	0.05378086838
967	0.05376120651
968	0.05374202876
969	0.05361103064
970	0.05359161238
971	0.05351144805
972	0.05345304464
973	0.05334855671
974	0.05332897448
975	0.05328466293
976	0.05322675685
977	0.05319428379
978	0.05316152321
979	0.05306346617
980	0.05294362871
981	0.05292416816
982	0.05290485298
983	0.05282990591
984	0.05281070004
985	0.05278985309
986	0.05276967294
987	0.05266684124
988	0.05264847696
989	0.0526295132
990	0.05257864302
991	0.05247989214
992	0.05244923681
993	0.05243021677
994	0.05231325341
995	0.05226004313
996	0.05224172576
997	0.05219682134
998	0.05217707234
999	0.05215896117
